instance,scenarios,sp_time,labels_frac,replica,W,B,bound,pulse_time,total_time,objective,validation
RI5,100,0.64,2,0,73107,51253,96,0.080478,0.720478,18,TRUE
RI5,100,0.64,2,1,73107,51253,96,0.081114,0.721114,18,TRUE
RI5,100,0.64,2,2,73107,51253,96,0.081027,0.721027,18,TRUE
RI5,100,0.64,2,3,73107,51253,96,0.081419,0.721419,18,TRUE
RI5,100,0.64,2,4,73107,51253,96,0.082491,0.722491,18,TRUE
RI5,100,0.64,2,5,73107,51253,96,0.078757,0.718757,18,TRUE
RI5,100,0.64,2,6,73107,51253,96,0.079834,0.719834,18,TRUE
RI5,100,0.64,2,7,73107,51253,96,0.084325,0.724325,18,TRUE
RI5,100,0.64,2,8,73107,51253,96,0.084862,0.724862,18,TRUE
RI5,100,0.64,2,9,73107,51253,96,0.081898,0.721898,18,TRUE
RI5,100,0.593,0.5,0,73107,64365,100,0.063802,0.656802,80,TRUE
RI5,100,0.593,0.5,1,73107,64365,100,0.062623,0.655623,80,TRUE
RI5,100,0.593,0.5,2,73107,64365,100,0.059111,0.65211,80,TRUE
RI5,100,0.593,0.5,3,73107,64365,100,0.060366,0.653366,80,TRUE
RI5,100,0.593,0.5,4,73107,64365,100,0.059046,0.652046,80,TRUE
RI5,100,0.593,0.5,5,73107,64365,100,0.062622,0.655622,80,TRUE
RI5,100,0.593,0.5,6,73107,64365,100,0.05894,0.65194,80,TRUE
RI5,100,0.593,0.5,7,73107,64365,100,0.059571,0.652571,80,TRUE
RI5,100,0.593,0.5,8,73107,64365,100,0.061205,0.654205,80,TRUE
RI5,100,0.593,0.5,9,73107,64365,100,0.06888,0.66188,80,TRUE
RI5,100,0.593,1,0,73107,64365,100,0.071029,0.664029,80,TRUE
RI5,100,0.593,1,1,73107,64365,100,0.077726,0.670726,80,TRUE
RI5,100,0.593,1,2,73107,64365,100,0.074163,0.667163,80,TRUE
RI5,100,0.593,1,3,73107,64365,100,0.073263,0.666263,80,TRUE
RI5,100,0.593,1,4,73107,64365,100,0.075018,0.668018,80,TRUE
RI5,100,0.593,1,5,73107,64365,100,0.075203,0.668203,80,TRUE
RI5,100,0.593,1,6,73107,64365,100,0.072333,0.665333,80,TRUE
RI5,100,0.593,1,7,73107,64365,100,0.075313,0.668313,80,TRUE
RI5,100,0.593,1,8,73107,64365,100,0.072655,0.665655,80,TRUE
RI5,100,0.593,1,9,73107,64365,100,0.075081,0.668081,80,TRUE
RI5,100,0.593,1.5,0,73107,64365,100,0.089317,0.682317,80,TRUE
RI5,100,0.593,1.5,1,73107,64365,100,0.091575,0.684575,80,TRUE
RI5,100,0.593,1.5,2,73107,64365,100,0.092274,0.685274,80,TRUE
RI5,100,0.593,1.5,3,73107,64365,100,0.088946,0.681946,80,TRUE
RI5,100,0.593,1.5,4,73107,64365,100,0.092748,0.685748,80,TRUE
RI5,100,0.593,1.5,5,73107,64365,100,0.089706,0.682706,80,TRUE
RI5,100,0.593,1.5,6,73107,64365,100,0.084545,0.677545,80,TRUE
RI5,100,0.593,1.5,7,73107,64365,100,0.086387,0.679387,80,TRUE
RI5,100,0.593,1.5,8,73107,64365,100,0.084238,0.677238,80,TRUE
RI5,100,0.593,1.5,9,73107,64365,100,0.084829,0.677829,80,TRUE
RI5,100,0.593,2,0,73107,64365,100,0.093335,0.686335,80,TRUE
RI5,100,0.593,2,1,73107,64365,100,0.094176,0.687176,80,TRUE
RI5,100,0.593,2,2,73107,64365,100,0.098945,0.691945,80,TRUE
RI5,100,0.593,2,3,73107,64365,100,0.098703,0.691703,80,TRUE
RI5,100,0.593,2,4,73107,64365,100,0.091767,0.684767,80,TRUE
RI5,100,0.593,2,5,73107,64365,100,0.093858,0.686858,80,TRUE
RI5,100,0.593,2,6,73107,64365,100,0.09924,0.69224,80,TRUE
RI5,100,0.593,2,7,73107,64365,100,0.095693,0.688693,80,TRUE
RI5,100,0.593,2,8,73107,64365,100,0.094576,0.687576,80,TRUE
RI5,100,0.593,2,9,73107,64365,100,0.092862,0.685862,80,TRUE
RI5,100,0.531,0.5,0,73703,51551,97,0.045163,0.576163,20,TRUE
RI5,100,0.531,0.5,1,73703,51551,97,0.041517,0.572517,20,TRUE
RI5,100,0.531,0.5,2,73703,51551,97,0.040805,0.571805,20,TRUE
RI5,100,0.531,0.5,3,73703,51551,97,0.041549,0.572549,20,TRUE
RI5,100,0.531,0.5,4,73703,51551,97,0.041046,0.572046,20,TRUE
RI5,100,0.531,0.5,5,73703,51551,97,0.041688,0.572688,20,TRUE
RI5,100,0.531,0.5,6,73703,51551,97,0.04125,0.57225,20,TRUE
RI5,100,0.531,0.5,7,73703,51551,97,0.04194,0.57294,20,TRUE
RI5,100,0.531,0.5,8,73703,51551,97,0.040847,0.571847,20,TRUE
RI5,100,0.531,0.5,9,73703,51551,97,0.042011,0.573011,20,TRUE
RI5,100,0.531,1,0,73703,51551,97,0.055099,0.586099,20,TRUE
RI5,100,0.531,1,1,73703,51551,97,0.052347,0.583347,20,TRUE
RI5,100,0.531,1,2,73703,51551,97,0.053476,0.584476,20,TRUE
RI5,100,0.531,1,3,73703,51551,97,0.055855,0.586855,20,TRUE
RI5,100,0.531,1,4,73703,51551,97,0.053975,0.584975,20,TRUE
RI5,100,0.531,1,5,73703,51551,97,0.053464,0.584464,20,TRUE
RI5,100,0.531,1,6,73703,51551,97,0.053863,0.584863,20,TRUE
RI5,100,0.531,1,7,73703,51551,97,0.05256,0.58356,20,TRUE
RI5,100,0.531,1,8,73703,51551,97,0.054081,0.585081,20,TRUE
RI5,100,0.531,1,9,73703,51551,97,0.053642,0.584642,20,TRUE
RI5,100,0.531,1.5,0,73703,51551,97,0.064233,0.595233,20,TRUE
RI5,100,0.531,1.5,1,73703,51551,97,0.060747,0.591747,20,TRUE
RI5,100,0.531,1.5,2,73703,51551,97,0.0607,0.5917,20,TRUE
RI5,100,0.531,1.5,3,73703,51551,97,0.05818,0.58918,20,TRUE
RI5,100,0.531,1.5,4,73703,51551,97,0.057991,0.588991,20,TRUE
RI5,100,0.531,1.5,5,73703,51551,97,0.056326,0.587326,20,TRUE
RI5,100,0.531,1.5,6,73703,51551,97,0.057202,0.588202,20,TRUE
RI5,100,0.531,1.5,7,73703,51551,97,0.058445,0.589445,20,TRUE
RI5,100,0.531,1.5,8,73703,51551,97,0.056368,0.587368,20,TRUE
RI5,100,0.531,1.5,9,73703,51551,97,0.064626,0.595626,20,TRUE
RI5,100,0.531,2,0,73703,51551,97,0.06382,0.59482,20,TRUE
RI5,100,0.531,2,1,73703,51551,97,0.063895,0.594895,20,TRUE
RI5,100,0.531,2,2,73703,51551,97,0.064392,0.595392,20,TRUE
RI5,100,0.531,2,3,73703,51551,97,0.067339,0.598339,20,TRUE
RI5,100,0.531,2,4,73703,51551,97,0.063517,0.594517,20,TRUE
RI5,100,0.531,2,5,73703,51551,97,0.063552,0.594552,20,TRUE
RI5,100,0.531,2,6,73703,51551,97,0.064906,0.595906,20,TRUE
RI5,100,0.531,2,7,73703,51551,97,0.063513,0.594513,20,TRUE
RI5,100,0.531,2,8,73703,51551,97,0.063153,0.594153,20,TRUE
RI5,100,0.531,2,9,73703,51551,97,0.065076,0.596076,20,TRUE
RI5,100,0.656,0.5,0,73703,64842,100,0.057104,0.713104,86,TRUE
RI5,100,0.656,0.5,1,73703,64842,100,0.052217,0.708217,86,TRUE
RI5,100,0.656,0.5,2,73703,64842,100,0.189659,0.845659,86,TRUE
RI5,100,0.656,0.5,3,73703,64842,100,0.054957,0.710957,86,TRUE
RI5,100,0.656,0.5,4,73703,64842,100,0.051803,0.707803,86,TRUE
RI5,100,0.656,0.5,5,73703,64842,100,0.050373,0.706373,86,TRUE
RI5,100,0.656,0.5,6,73703,64842,100,0.051429,0.707429,86,TRUE
RI5,100,0.656,0.5,7,73703,64842,100,0.051786,0.707786,86,TRUE
RI5,100,0.656,0.5,8,73703,64842,100,0.055656,0.711656,86,TRUE
RI5,100,0.656,0.5,9,73703,64842,100,0.053386,0.709386,86,TRUE
RI5,100,0.656,1,0,73703,64842,100,0.064882,0.720882,86,TRUE
RI5,100,0.656,1,1,73703,64842,100,0.065595,0.721595,86,TRUE
RI5,100,0.656,1,2,73703,64842,100,0.066312,0.722312,86,TRUE
RI5,100,0.656,1,3,73703,64842,100,0.066129,0.722129,86,TRUE
RI5,100,0.656,1,4,73703,64842,100,0.065891,0.721891,86,TRUE
RI5,100,0.656,1,5,73703,64842,100,0.06563,0.72163,86,TRUE
RI5,100,0.656,1,6,73703,64842,100,0.064403,0.720403,86,TRUE
RI5,100,0.656,1,7,73703,64842,100,0.07106,0.72706,86,TRUE
RI5,100,0.656,1,8,73703,64842,100,0.067066,0.723066,86,TRUE
RI5,100,0.656,1,9,73703,64842,100,0.066351,0.722351,86,TRUE
RI5,100,0.656,1.5,0,73703,64842,100,0.078062,0.734062,86,TRUE
RI5,100,0.656,1.5,1,73703,64842,100,0.081996,0.737996,86,TRUE
RI5,100,0.656,1.5,2,73703,64842,100,0.079679,0.735679,86,TRUE
RI5,100,0.656,1.5,3,73703,64842,100,0.080022,0.736022,86,TRUE
RI5,100,0.656,1.5,4,73703,64842,100,0.082408,0.738408,86,TRUE
RI5,100,0.656,1.5,5,73703,64842,100,0.078348,0.734348,86,TRUE
RI5,100,0.656,1.5,6,73703,64842,100,0.078914,0.734914,86,TRUE
RI5,100,0.656,1.5,7,73703,64842,100,0.078884,0.734884,86,TRUE
RI5,100,0.656,1.5,8,73703,64842,100,0.077615,0.733615,86,TRUE
RI5,100,0.656,1.5,9,73703,64842,100,0.289586,0.945586,86,TRUE
RI5,100,0.656,2,0,73703,64842,100,0.085612,0.741612,86,TRUE
RI5,100,0.656,2,1,73703,64842,100,0.088521,0.744521,86,TRUE
RI5,100,0.656,2,2,73703,64842,100,0.080693,0.736693,86,TRUE
RI5,100,0.656,2,3,73703,64842,100,0.083176,0.739176,86,TRUE
RI5,100,0.656,2,4,73703,64842,100,0.084584,0.740584,86,TRUE
RI5,100,0.656,2,5,73703,64842,100,0.085355,0.741355,86,TRUE
RI5,100,0.656,2,6,73703,64842,100,0.085431,0.741431,86,TRUE
RI5,100,0.656,2,7,73703,64842,100,0.085467,0.741467,86,TRUE
RI5,100,0.656,2,8,73703,64842,100,0.096108,0.752108,86,TRUE
RI5,100,0.656,2,9,73703,64842,100,0.08837,0.74437,86,TRUE
RI5,200,1.344,0.5,0,77208,53303,199,0.192321,1.536321,32,TRUE
RI5,200,1.344,0.5,1,77208,53303,199,0.204969,1.548969,32,TRUE
RI5,200,1.344,0.5,2,77208,53303,199,0.220882,1.564882,32,TRUE
RI5,200,1.344,0.5,3,77208,53303,199,0.194479,1.538479,32,TRUE
RI5,200,1.344,0.5,4,77208,53303,199,0.19395,1.53795,32,TRUE
RI5,200,1.344,0.5,5,77208,53303,199,0.195128,1.539128,32,TRUE
RI5,200,1.344,0.5,6,77208,53303,199,0.197603,1.541603,32,TRUE
RI5,200,1.344,0.5,7,77208,53303,199,0.189216,1.533216,32,TRUE
RI5,200,1.344,0.5,8,77208,53303,199,0.190574,1.534574,32,TRUE
RI5,200,1.344,0.5,9,77208,53303,199,0.193798,1.537798,32,TRUE
RI5,200,1.344,1,0,77208,53303,199,0.234624,1.578624,32,TRUE
RI5,200,1.344,1,1,77208,53303,199,0.23797,1.58197,32,TRUE
RI5,200,1.344,1,2,77208,53303,199,0.234098,1.578098,32,TRUE
RI5,200,1.344,1,3,77208,53303,199,0.233433,1.577433,32,TRUE
RI5,200,1.344,1,4,77208,53303,199,0.233434,1.577434,32,TRUE
RI5,200,1.344,1,5,77208,53303,199,0.24356,1.58756,32,TRUE
RI5,200,1.344,1,6,77208,53303,199,0.235383,1.579383,32,TRUE
RI5,200,1.344,1,7,77208,53303,199,0.231653,1.575653,32,TRUE
RI5,200,1.344,1,8,77208,53303,199,0.228668,1.572668,32,TRUE
RI5,200,1.344,1,9,77208,53303,199,0.232504,1.576504,32,TRUE
RI5,200,1.344,1.5,0,77208,53303,199,0.267157,1.611157,32,TRUE
RI5,200,1.344,1.5,1,77208,53303,199,0.277639,1.621639,32,TRUE
RI5,200,1.344,1.5,2,77208,53303,199,0.287839,1.631839,32,TRUE
RI5,200,1.344,1.5,3,77208,53303,199,0.284495,1.628495,32,TRUE
RI5,200,1.344,1.5,4,77208,53303,199,0.294318,1.638318,32,TRUE
RI5,200,1.344,1.5,5,77208,53303,199,0.288684,1.632684,32,TRUE
RI5,200,1.344,1.5,6,77208,53303,199,0.295268,1.639268,32,TRUE
RI5,200,1.344,1.5,7,77208,53303,199,0.295816,1.639816,32,TRUE
RI5,200,1.344,1.5,8,77208,53303,199,0.293621,1.637621,32,TRUE
RI5,200,1.344,1.5,9,77208,53303,199,0.289254,1.633254,32,TRUE
RI5,200,1.344,2,0,77208,53303,199,0.311978,1.655978,32,TRUE
RI5,200,1.344,2,1,77208,53303,199,0.303211,1.647211,32,TRUE
RI5,200,1.344,2,2,77208,53303,199,0.320641,1.664641,32,TRUE
RI5,200,1.344,2,3,77208,53303,199,0.303748,1.647748,32,TRUE
RI5,200,1.344,2,4,77208,53303,199,0.31577,1.65977,32,TRUE
RI5,200,1.344,2,5,77208,53303,199,0.304233,1.648233,32,TRUE
RI5,200,1.344,2,6,77208,53303,199,0.306225,1.650225,32,TRUE
RI5,200,1.344,2,7,77208,53303,199,0.310162,1.654162,32,TRUE
RI5,200,1.344,2,8,77208,53303,199,0.312732,1.656732,32,TRUE
RI5,200,1.344,2,9,77208,53303,199,0.310322,1.654322,32,TRUE
RI5,200,1.25,0.5,0,77208,67646,200,0.241431,1.491431,167,TRUE
RI5,200,1.25,0.5,1,77208,67646,200,0.241246,1.491246,167,TRUE
RI5,200,1.25,0.5,2,77208,67646,200,0.235302,1.485302,167,TRUE
RI5,200,1.25,0.5,3,77208,67646,200,0.231841,1.481841,167,TRUE
RI5,200,1.25,0.5,4,77208,67646,200,0.237072,1.487072,167,TRUE
RI5,200,1.25,0.5,5,77208,67646,200,0.236727,1.486727,167,TRUE
RI5,200,1.25,0.5,6,77208,67646,200,0.237415,1.487415,167,TRUE
RI5,200,1.25,0.5,7,77208,67646,200,0.228631,1.478631,167,TRUE
RI5,200,1.25,0.5,8,77208,67646,200,0.370923,1.620923,167,TRUE
RI5,200,1.25,0.5,9,77208,67646,200,0.252809,1.502809,167,TRUE
RI5,200,1.25,1,0,77208,67646,200,0.289353,1.539353,167,TRUE
RI5,200,1.25,1,1,77208,67646,200,0.286538,1.536538,167,TRUE
RI5,200,1.25,1,2,77208,67646,200,0.286857,1.536857,167,TRUE
RI5,200,1.25,1,3,77208,67646,200,0.288357,1.538357,167,TRUE
RI5,200,1.25,1,4,77208,67646,200,0.288976,1.538976,167,TRUE
RI5,200,1.25,1,5,77208,67646,200,0.295769,1.545769,167,TRUE
RI5,200,1.25,1,6,77208,67646,200,0.30048,1.55048,167,TRUE
RI5,200,1.25,1,7,77208,67646,200,0.294161,1.544161,167,TRUE
RI5,200,1.25,1,8,77208,67646,200,0.294,1.544,167,TRUE
RI5,200,1.25,1,9,77208,67646,200,0.278298,1.528298,167,TRUE
RI5,200,1.25,1.5,0,77208,67646,200,0.32573,1.57573,167,TRUE
RI5,200,1.25,1.5,1,77208,67646,200,0.351498,1.601498,167,TRUE
RI5,200,1.25,1.5,2,77208,67646,200,0.327715,1.577715,167,TRUE
RI5,200,1.25,1.5,3,77208,67646,200,0.33402,1.58402,167,TRUE
RI5,200,1.25,1.5,4,77208,67646,200,0.396558,1.646558,167,TRUE
RI5,200,1.25,1.5,5,77208,67646,200,0.343496,1.593496,167,TRUE
RI5,200,1.25,1.5,6,77208,67646,200,0.346093,1.596093,167,TRUE
RI5,200,1.25,1.5,7,77208,67646,200,0.337741,1.587741,167,TRUE
RI5,200,1.25,1.5,8,77208,67646,200,0.334548,1.584548,167,TRUE
RI5,200,1.25,1.5,9,77208,67646,200,0.338098,1.588098,167,TRUE
RI5,200,1.25,2,0,77208,67646,200,0.370081,1.620081,167,TRUE
RI5,200,1.25,2,1,77208,67646,200,0.372011,1.622011,167,TRUE
RI5,200,1.25,2,2,77208,67646,200,0.379285,1.629285,167,TRUE
RI5,200,1.25,2,3,77208,67646,200,0.379919,1.629919,167,TRUE
RI5,200,1.25,2,4,77208,67646,200,0.375512,1.625512,167,TRUE
RI5,200,1.25,2,5,77208,67646,200,0.372663,1.622663,167,TRUE
RI5,200,1.25,2,6,77208,67646,200,0.382241,1.632241,167,TRUE
RI5,200,1.25,2,7,77208,67646,200,0.384932,1.634932,167,TRUE
RI5,200,1.25,2,8,77208,67646,200,0.375553,1.625553,167,TRUE
RI5,200,1.25,2,9,77208,67646,200,0.380906,1.630906,167,TRUE
RI5,200,1.141,0.5,0,78863,54131,199,0.223522,1.364522,51,TRUE
RI5,200,1.141,0.5,1,78863,54131,199,0.217349,1.358349,51,TRUE
RI5,200,1.141,0.5,2,78863,54131,199,0.219206,1.360206,51,TRUE
RI5,200,1.141,0.5,3,78863,54131,199,0.218138,1.359138,51,TRUE
RI5,200,1.141,0.5,4,78863,54131,199,0.218845,1.359845,51,TRUE
RI5,200,1.141,0.5,5,78863,54131,199,0.223106,1.364106,51,TRUE
RI5,200,1.141,0.5,6,78863,54131,199,0.216004,1.357004,51,TRUE
RI5,200,1.141,0.5,7,78863,54131,199,0.226402,1.367402,51,TRUE
RI5,200,1.141,0.5,8,78863,54131,199,0.216765,1.357765,51,TRUE
RI5,200,1.141,0.5,9,78863,54131,199,0.40019,1.54119,51,TRUE
RI5,200,1.141,1,0,78863,54131,199,0.274338,1.415338,51,TRUE
RI5,200,1.141,1,1,78863,54131,199,0.275996,1.416996,51,TRUE
RI5,200,1.141,1,2,78863,54131,199,0.277228,1.418228,51,TRUE
RI5,200,1.141,1,3,78863,54131,199,0.268927,1.409927,51,TRUE
RI5,200,1.141,1,4,78863,54131,199,0.271008,1.412008,51,TRUE
RI5,200,1.141,1,5,78863,54131,199,0.269753,1.410753,51,TRUE
RI5,200,1.141,1,6,78863,54131,199,0.282644,1.423644,51,TRUE
RI5,200,1.141,1,7,78863,54131,199,0.290361,1.431361,51,TRUE
RI5,200,1.141,1,8,78863,54131,199,0.285457,1.426457,51,TRUE
RI5,200,1.141,1,9,78863,54131,199,0.281466,1.422466,51,TRUE
RI5,200,1.141,1.5,0,78863,54131,199,0.328584,1.469584,51,TRUE
RI5,200,1.141,1.5,1,78863,54131,199,0.319456,1.460456,51,TRUE
RI5,200,1.141,1.5,2,78863,54131,199,0.329836,1.470836,51,TRUE
RI5,200,1.141,1.5,3,78863,54131,199,0.319237,1.460237,51,TRUE
RI5,200,1.141,1.5,4,78863,54131,199,0.311073,1.452073,51,TRUE
RI5,200,1.141,1.5,5,78863,54131,199,0.313961,1.45496,51,TRUE
RI5,200,1.141,1.5,6,78863,54131,199,0.296777,1.437777,51,TRUE
RI5,200,1.141,1.5,7,78863,54131,199,0.315306,1.456306,51,TRUE
RI5,200,1.141,1.5,8,78863,54131,199,0.318202,1.459202,51,TRUE
RI5,200,1.141,1.5,9,78863,54131,199,0.316825,1.457825,51,TRUE
RI5,200,1.141,2,0,78863,54131,199,0.346447,1.487447,51,TRUE
RI5,200,1.141,2,1,78863,54131,199,0.354947,1.495947,51,TRUE
RI5,200,1.141,2,2,78863,54131,199,0.364791,1.505791,51,TRUE
RI5,200,1.141,2,3,78863,54131,199,0.369943,1.510943,51,TRUE
RI5,200,1.141,2,4,78863,54131,199,0.359967,1.500967,51,TRUE
RI5,200,1.141,2,5,78863,54131,199,0.3552,1.4962,51,TRUE
RI5,200,1.141,2,6,78863,54131,199,0.348079,1.489079,51,TRUE
RI5,200,1.141,2,7,78863,54131,199,0.358319,1.499319,51,TRUE
RI5,200,1.141,2,8,78863,54131,199,0.3501,1.4911,51,TRUE
RI5,200,1.141,2,9,78863,54131,199,0.358979,1.499979,51,TRUE
RI5,200,1.25,0.5,0,78863,68970,200,0.290823,1.540823,182,TRUE
RI5,200,1.25,0.5,1,78863,68970,200,0.282901,1.532901,182,TRUE
RI5,200,1.25,0.5,2,78863,68970,200,0.288911,1.538911,182,TRUE
RI5,200,1.25,0.5,3,78863,68970,200,0.282216,1.532216,182,TRUE
RI5,200,1.25,0.5,4,78863,68970,200,0.289445,1.539445,182,TRUE
RI5,200,1.25,0.5,5,78863,68970,200,0.283839,1.533839,182,TRUE
RI5,200,1.25,0.5,6,78863,68970,200,0.293742,1.543742,182,TRUE
RI5,200,1.25,0.5,7,78863,68970,200,0.301722,1.551722,182,TRUE
RI5,200,1.25,0.5,8,78863,68970,200,0.291939,1.541939,182,TRUE
RI5,200,1.25,0.5,9,78863,68970,200,0.304217,1.554217,182,TRUE
RI5,200,1.25,1,0,78863,68970,200,0.372118,1.622118,182,TRUE
RI5,200,1.25,1,1,78863,68970,200,0.369808,1.619808,182,TRUE
RI5,200,1.25,1,2,78863,68970,200,0.366071,1.616071,182,TRUE
RI5,200,1.25,1,3,78863,68970,200,0.377079,1.627079,182,TRUE
RI5,200,1.25,1,4,78863,68970,200,0.363826,1.613826,182,TRUE
RI5,200,1.25,1,5,78863,68970,200,0.54648,1.79648,182,TRUE
RI5,200,1.25,1,6,78863,68970,200,0.368921,1.618921,182,TRUE
RI5,200,1.25,1,7,78863,68970,200,0.36857,1.61857,182,TRUE
RI5,200,1.25,1,8,78863,68970,200,0.361755,1.611755,182,TRUE
RI5,200,1.25,1,9,78863,68970,200,0.367545,1.617545,182,TRUE
RI5,200,1.25,1.5,0,78863,68970,200,0.425706,1.675706,182,TRUE
RI5,200,1.25,1.5,1,78863,68970,200,0.445897,1.695897,182,TRUE
RI5,200,1.25,1.5,2,78863,68970,200,0.4221,1.6721,182,TRUE
RI5,200,1.25,1.5,3,78863,68970,200,0.418409,1.668409,182,TRUE
RI5,200,1.25,1.5,4,78863,68970,200,0.436891,1.686891,182,TRUE
RI5,200,1.25,1.5,5,78863,68970,200,0.449054,1.699054,182,TRUE
RI5,200,1.25,1.5,6,78863,68970,200,0.438237,1.688237,182,TRUE
RI5,200,1.25,1.5,7,78863,68970,200,0.449892,1.699892,182,TRUE
RI5,200,1.25,1.5,8,78863,68970,200,0.427873,1.677873,182,TRUE
RI5,200,1.25,1.5,9,78863,68970,200,0.430626,1.680626,182,TRUE
RI5,200,1.25,2,0,78863,68970,200,0.493726,1.743726,182,TRUE
RI5,200,1.25,2,1,78863,68970,200,0.517666,1.767666,182,TRUE
RI5,200,1.25,2,2,78863,68970,200,0.513861,1.763861,182,TRUE
RI5,200,1.25,2,3,78863,68970,200,0.466687,1.716687,182,TRUE
RI5,200,1.25,2,4,78863,68970,200,0.507166,1.757166,182,TRUE
RI5,200,1.25,2,5,78863,68970,200,0.503439,1.753439,182,TRUE
RI5,200,1.25,2,6,78863,68970,200,0.482998,1.732998,182,TRUE
RI5,200,1.25,2,7,78863,68970,200,0.484179,1.734179,182,TRUE
RI5,200,1.25,2,8,78863,68970,200,0.482559,1.732559,182,TRUE
RI5,200,1.25,2,9,78863,68970,200,0.499517,1.749517,182,TRUE
RI5,200,1.203,0.5,0,80518,54958,200,0.192288,1.395288,82,TRUE
RI5,200,1.203,0.5,1,80518,54958,200,0.18548,1.38848,82,TRUE
RI5,200,1.203,0.5,2,80518,54958,200,0.174827,1.377827,82,TRUE
RI5,200,1.203,0.5,3,80518,54958,200,0.179115,1.382115,82,TRUE
RI5,200,1.203,0.5,4,80518,54958,200,0.179063,1.382063,82,TRUE
RI5,200,1.203,0.5,5,80518,54958,200,0.191152,1.394152,82,TRUE
RI5,200,1.203,0.5,6,80518,54958,200,0.177804,1.380804,82,TRUE
RI5,200,1.203,0.5,7,80518,54958,200,0.180705,1.383705,82,TRUE
RI5,200,1.203,0.5,8,80518,54958,200,0.182874,1.385874,82,TRUE
RI5,200,1.203,0.5,9,80518,54958,200,0.179546,1.382546,82,TRUE
RI5,200,1.203,1,0,80518,54958,200,0.223536,1.426536,82,TRUE
RI5,200,1.203,1,1,80518,54958,200,0.215092,1.418092,82,TRUE
RI5,200,1.203,1,2,80518,54958,200,0.221816,1.424816,82,TRUE
RI5,200,1.203,1,3,80518,54958,200,0.221177,1.424177,82,TRUE
RI5,200,1.203,1,4,80518,54958,200,0.215374,1.418374,82,TRUE
RI5,200,1.203,1,5,80518,54958,200,0.210956,1.413956,82,TRUE
RI5,200,1.203,1,6,80518,54958,200,0.224889,1.427889,82,TRUE
RI5,200,1.203,1,7,80518,54958,200,0.234302,1.437302,82,TRUE
RI5,200,1.203,1,8,80518,54958,200,0.225441,1.428441,82,TRUE
RI5,200,1.203,1,9,80518,54958,200,0.219288,1.422288,82,TRUE
RI5,200,1.203,1.5,0,80518,54958,200,0.235279,1.438279,82,TRUE
RI5,200,1.203,1.5,1,80518,54958,200,0.250288,1.453288,82,TRUE
RI5,200,1.203,1.5,2,80518,54958,200,0.237317,1.440317,82,TRUE
RI5,200,1.203,1.5,3,80518,54958,200,0.238291,1.441291,82,TRUE
RI5,200,1.203,1.5,4,80518,54958,200,0.228379,1.431379,82,TRUE
RI5,200,1.203,1.5,5,80518,54958,200,0.233747,1.436747,82,TRUE
RI5,200,1.203,1.5,6,80518,54958,200,0.240806,1.443806,82,TRUE
RI5,200,1.203,1.5,7,80518,54958,200,0.240645,1.443645,82,TRUE
RI5,200,1.203,1.5,8,80518,54958,200,0.547126,1.750126,82,TRUE
RI5,200,1.203,1.5,9,80518,54958,200,0.231712,1.434712,82,TRUE
RI5,200,1.203,2,0,80518,54958,200,0.262664,1.465664,82,TRUE
RI5,200,1.203,2,1,80518,54958,200,0.255479,1.458479,82,TRUE
RI5,200,1.203,2,2,80518,54958,200,0.260418,1.463418,82,TRUE
RI5,200,1.203,2,3,80518,54958,200,0.258383,1.461383,82,TRUE
RI5,200,1.203,2,4,80518,54958,200,0.26738,1.47038,82,TRUE
RI5,200,1.203,2,5,80518,54958,200,0.260502,1.463502,82,TRUE
RI5,200,1.203,2,6,80518,54958,200,0.261272,1.464272,82,TRUE
RI5,200,1.203,2,7,80518,54958,200,0.263795,1.466795,82,TRUE
RI5,200,1.203,2,8,80518,54958,200,0.265142,1.468142,82,TRUE
RI5,200,1.203,2,9,80518,54958,200,0.263559,1.466559,82,TRUE
RI5,200,1.14,0.5,0,80518,70294,200,0.603188,1.743188,193,TRUE
RI5,200,1.14,0.5,1,80518,70294,200,0.355577,1.495577,193,TRUE
RI5,200,1.14,0.5,2,80518,70294,200,0.542302,1.682302,193,TRUE
RI5,200,1.14,0.5,3,80518,70294,200,0.3149,1.4549,193,TRUE
RI5,200,1.14,0.5,4,80518,70294,200,0.331993,1.471993,193,TRUE
RI5,200,1.14,0.5,5,80518,70294,200,0.279918,1.419918,193,TRUE
RI5,200,1.14,0.5,6,80518,70294,200,0.293158,1.433158,193,TRUE
RI5,200,1.14,0.5,7,80518,70294,200,0.441218,1.581218,193,TRUE
RI5,200,1.14,0.5,8,80518,70294,200,0.302366,1.442366,193,TRUE
RI5,200,1.14,0.5,9,80518,70294,200,0.296464,1.436464,193,TRUE
RI5,200,1.14,1,0,80518,70294,200,0.38683,1.52683,193,TRUE
RI5,200,1.14,1,1,80518,70294,200,0.368124,1.508124,193,TRUE
RI5,200,1.14,1,2,80518,70294,200,0.372672,1.512672,193,TRUE
RI5,200,1.14,1,3,80518,70294,200,0.359824,1.499824,193,TRUE
RI5,200,1.14,1,4,80518,70294,200,0.36306,1.50306,193,TRUE
RI5,200,1.14,1,5,80518,70294,200,0.372142,1.512142,193,TRUE
RI5,200,1.14,1,6,80518,70294,200,0.368969,1.508969,193,TRUE
RI5,200,1.14,1,7,80518,70294,200,0.365646,1.505646,193,TRUE
RI5,200,1.14,1,8,80518,70294,200,0.364379,1.504379,193,TRUE
