instance,scenarios,sp_time,labels_frac,replica,W,B,bound,pulse_time,total_time,objective,validation
RI1,10,0.343,0.5,0,48156,30778,4,0.002666,0.345666,1,TRUE
RI1,10,0.343,0.5,1,48156,30778,4,0.001165,0.344165,1,TRUE
RI1,10,0.343,0.5,2,48156,30778,4,0.000627,0.343627,1,TRUE
RI1,10,0.343,0.5,3,48156,30778,4,0.000427,0.343427,1,TRUE
RI1,10,0.343,0.5,4,48156,30778,4,0.000383,0.343383,1,TRUE
RI1,10,0.343,0.5,5,48156,30778,4,0.000441,0.343441,1,TRUE
RI1,10,0.343,0.5,6,48156,30778,4,0.000318,0.343318,1,TRUE
RI1,10,0.343,0.5,7,48156,30778,4,0.000407,0.343407,1,TRUE
RI1,10,0.343,0.5,8,48156,30778,4,0.000374,0.343374,1,TRUE
RI1,10,0.343,0.5,9,48156,30778,4,0.000406,0.343406,1,TRUE
RI1,10,0.343,1,0,48156,30778,4,0.000318,0.343318,1,TRUE
RI1,10,0.343,1,1,48156,30778,4,0.000734,0.343734,1,TRUE
RI1,10,0.343,1,2,48156,30778,4,0.000409,0.343409,1,TRUE
RI1,10,0.343,1,3,48156,30778,4,0.000369,0.343369,1,TRUE
RI1,10,0.343,1,4,48156,30778,4,0.000335,0.343335,1,TRUE
RI1,10,0.343,1,5,48156,30778,4,0.00033,0.34333,1,TRUE
RI1,10,0.343,1,6,48156,30778,4,0.000357,0.343357,1,TRUE
RI1,10,0.343,1,7,48156,30778,4,0.000373,0.343373,1,TRUE
RI1,10,0.343,1,8,48156,30778,4,0.000322,0.343322,1,TRUE
RI1,10,0.343,1,9,48156,30778,4,0.000391,0.343391,1,TRUE
RI1,10,0.343,1.5,0,48156,30778,4,0.000328,0.343328,1,TRUE
RI1,10,0.343,1.5,1,48156,30778,4,0.000368,0.343368,1,TRUE
RI1,10,0.343,1.5,2,48156,30778,4,0.000326,0.343326,1,TRUE
RI1,10,0.343,1.5,3,48156,30778,4,0.000335,0.343335,1,TRUE
RI1,10,0.343,1.5,4,48156,30778,4,0.000289,0.343289,1,TRUE
RI1,10,0.343,1.5,5,48156,30778,4,0.000366,0.343366,1,TRUE
RI1,10,0.343,1.5,6,48156,30778,4,0.000792,0.343792,1,TRUE
RI1,10,0.343,1.5,7,48156,30778,4,0.000385,0.343385,1,TRUE
RI1,10,0.343,1.5,8,48156,30778,4,0.000308,0.343308,1,TRUE
RI1,10,0.343,1.5,9,48156,30778,4,0.000293,0.343293,1,TRUE
RI1,10,0.343,2,0,48156,30778,4,0.000246,0.343246,1,TRUE
RI1,10,0.343,2,1,48156,30778,4,0.000448,0.343448,1,TRUE
RI1,10,0.343,2,2,48156,30778,4,0.000286,0.343286,1,TRUE
RI1,10,0.343,2,3,48156,30778,4,0.00028,0.34328,1,TRUE
RI1,10,0.343,2,4,48156,30778,4,0.000445,0.343445,1,TRUE
RI1,10,0.343,2,5,48156,30778,4,0.000343,0.343343,1,TRUE
RI1,10,0.343,2,6,48156,30778,4,0.000482,0.343482,1,TRUE
RI1,10,0.343,2,7,48156,30778,4,0.000275,0.343275,1,TRUE
RI1,10,0.343,2,8,48156,30778,4,0.000371,0.343371,1,TRUE
RI1,10,0.343,2,9,48156,30778,4,0.000286,0.343286,1,TRUE
RI1,10,0.109,0.5,0,48156,41204,10,0.004015,0.113015,2,TRUE
RI1,10,0.109,0.5,1,48156,41204,10,0.000933,0.109933,2,TRUE
RI1,10,0.109,0.5,2,48156,41204,10,0.000718,0.109718,2,TRUE
RI1,10,0.109,0.5,3,48156,41204,10,0.00091,0.10991,2,TRUE
RI1,10,0.109,0.5,4,48156,41204,10,0.000771,0.109771,2,TRUE
RI1,10,0.109,0.5,5,48156,41204,10,0.000648,0.109648,2,TRUE
RI1,10,0.109,0.5,6,48156,41204,10,0.00071,0.10971,2,TRUE
RI1,10,0.109,0.5,7,48156,41204,10,0.000767,0.109767,2,TRUE
RI1,10,0.109,0.5,8,48156,41204,10,0.000649,0.109649,2,TRUE
RI1,10,0.109,0.5,9,48156,41204,10,0.000623,0.109623,2,TRUE
RI1,10,0.109,1,0,48156,41204,10,0.000585,0.109585,2,TRUE
RI1,10,0.109,1,1,48156,41204,10,0.00081,0.10981,2,TRUE
RI1,10,0.109,1,2,48156,41204,10,0.000684,0.109684,2,TRUE
RI1,10,0.109,1,3,48156,41204,10,0.00069,0.10969,2,TRUE
RI1,10,0.109,1,4,48156,41204,10,0.000745,0.109745,2,TRUE
RI1,10,0.109,1,5,48156,41204,10,0.00071,0.10971,2,TRUE
RI1,10,0.109,1,6,48156,41204,10,0.000707,0.109707,2,TRUE
RI1,10,0.109,1,7,48156,41204,10,0.000775,0.109775,2,TRUE
RI1,10,0.109,1,8,48156,41204,10,0.000541,0.109541,2,TRUE
RI1,10,0.109,1,9,48156,41204,10,0.000749,0.109749,2,TRUE
RI1,10,0.109,1.5,0,48156,41204,10,0.000789,0.109789,2,TRUE
RI1,10,0.109,1.5,1,48156,41204,10,0.000701,0.109701,2,TRUE
RI1,10,0.109,1.5,2,48156,41204,10,0.000685,0.109685,2,TRUE
RI1,10,0.109,1.5,3,48156,41204,10,0.000776,0.109776,2,TRUE
RI1,10,0.109,1.5,4,48156,41204,10,0.000618,0.109618,2,TRUE
RI1,10,0.109,1.5,5,48156,41204,10,0.000806,0.109806,2,TRUE
RI1,10,0.109,1.5,6,48156,41204,10,0.00058,0.10958,2,TRUE
RI1,10,0.109,1.5,7,48156,41204,10,0.000846,0.109846,2,TRUE
RI1,10,0.109,1.5,8,48156,41204,10,0.000724,0.109724,2,TRUE
RI1,10,0.109,1.5,9,48156,41204,10,0.000632,0.109631,2,TRUE
RI1,10,0.109,2,0,48156,41204,10,0.00076,0.10976,2,TRUE
RI1,10,0.109,2,1,48156,41204,10,0.000653,0.109653,2,TRUE
RI1,10,0.109,2,2,48156,41204,10,0.000602,0.109602,2,TRUE
RI1,10,0.109,2,3,48156,41204,10,0.000717,0.109717,2,TRUE
RI1,10,0.109,2,4,48156,41204,10,0.000565,0.109565,2,TRUE
RI1,10,0.109,2,5,48156,41204,10,0.000402,0.109402,2,TRUE
RI1,10,0.109,2,6,48156,41204,10,0.000356,0.109356,2,TRUE
RI1,10,0.109,2,7,48156,41204,10,0.000245,0.109245,2,TRUE
RI1,10,0.109,2,8,48156,41204,10,0.000281,0.109281,2,TRUE
RI1,10,0.109,2,9,48156,41204,10,0.000353,0.109353,2,TRUE
RI1,10,0.078,0.5,0,52931,33165,6,0.000467,0.078467,2,TRUE
RI1,10,0.078,0.5,1,52931,33165,6,0.000233,0.078233,2,TRUE
RI1,10,0.078,0.5,2,52931,33165,6,0.000188,0.078188,2,TRUE
RI1,10,0.078,0.5,3,52931,33165,6,0.000218,0.078218,2,TRUE
RI1,10,0.078,0.5,4,52931,33165,6,0.000182,0.078182,2,TRUE
RI1,10,0.078,0.5,5,52931,33165,6,0.000177,0.078177,2,TRUE
RI1,10,0.078,0.5,6,52931,33165,6,0.000173,0.078173,2,TRUE
RI1,10,0.078,0.5,7,52931,33165,6,0.000233,0.078233,2,TRUE
RI1,10,0.078,0.5,8,52931,33165,6,0.000178,0.078178,2,TRUE
RI1,10,0.078,0.5,9,52931,33165,6,0.000164,0.078164,2,TRUE
RI1,10,0.078,1,0,52931,33165,6,0.000209,0.078209,2,TRUE
RI1,10,0.078,1,1,52931,33165,6,0.000234,0.078234,2,TRUE
RI1,10,0.078,1,2,52931,33165,6,0.000192,0.078192,2,TRUE
RI1,10,0.078,1,3,52931,33165,6,0.000179,0.078179,2,TRUE
RI1,10,0.078,1,4,52931,33165,6,0.000172,0.078172,2,TRUE
RI1,10,0.078,1,5,52931,33165,6,0.0002,0.0782,2,TRUE
RI1,10,0.078,1,6,52931,33165,6,0.00028,0.07828,2,TRUE
RI1,10,0.078,1,7,52931,33165,6,0.000204,0.078204,2,TRUE
RI1,10,0.078,1,8,52931,33165,6,0.000174,0.078174,2,TRUE
RI1,10,0.078,1,9,52931,33165,6,0.000185,0.078185,2,TRUE
RI1,10,0.078,1.5,0,52931,33165,6,0.000227,0.078227,2,TRUE
RI1,10,0.078,1.5,1,52931,33165,6,0.0003,0.0783,2,TRUE
RI1,10,0.078,1.5,2,52931,33165,6,0.000199,0.078199,2,TRUE
RI1,10,0.078,1.5,3,52931,33165,6,0.000225,0.078225,2,TRUE
RI1,10,0.078,1.5,4,52931,33165,6,0.000314,0.078314,2,TRUE
RI1,10,0.078,1.5,5,52931,33165,6,0.000177,0.078177,2,TRUE
RI1,10,0.078,1.5,6,52931,33165,6,0.000173,0.078173,2,TRUE
RI1,10,0.078,1.5,7,52931,33165,6,0.000171,0.078171,2,TRUE
RI1,10,0.078,1.5,8,52931,33165,6,0.000252,0.078252,2,TRUE
RI1,10,0.078,1.5,9,52931,33165,6,0.00026,0.07826,2,TRUE
RI1,10,0.078,2,0,52931,33165,6,0.000201,0.078201,2,TRUE
RI1,10,0.078,2,1,52931,33165,6,0.000254,0.078254,2,TRUE
RI1,10,0.078,2,2,52931,33165,6,0.00018,0.07818,2,TRUE
RI1,10,0.078,2,3,52931,33165,6,0.000396,0.078396,2,TRUE
RI1,10,0.078,2,4,52931,33165,6,0.000161,0.078161,2,TRUE
RI1,10,0.078,2,5,52931,33165,6,0.000267,0.078267,2,TRUE
RI1,10,0.078,2,6,52931,33165,6,0.000159,0.078159,2,TRUE
RI1,10,0.078,2,7,52931,33165,6,0.000238,0.078238,2,TRUE
RI1,10,0.078,2,8,52931,33165,6,0.000167,0.078167,2,TRUE
RI1,10,0.078,2,9,52931,33165,6,0.00015,0.07815,2,TRUE
RI1,10,0.078,0.5,0,52931,45024,10,0.000563,0.078563,8,TRUE
RI1,10,0.078,0.5,1,52931,45024,10,0.000257,0.078257,8,TRUE
RI1,10,0.078,0.5,2,52931,45024,10,0.00018,0.07818,8,TRUE
RI1,10,0.078,0.5,3,52931,45024,10,0.000176,0.078176,8,TRUE
RI1,10,0.078,0.5,4,52931,45024,10,0.000186,0.078186,8,TRUE
RI1,10,0.078,0.5,5,52931,45024,10,0.000268,0.078268,8,TRUE
RI1,10,0.078,0.5,6,52931,45024,10,0.000546,0.078546,8,TRUE
RI1,10,0.078,0.5,7,52931,45024,10,0.000214,0.078214,8,TRUE
RI1,10,0.078,0.5,8,52931,45024,10,0.000221,0.078221,8,TRUE
RI1,10,0.078,0.5,9,52931,45024,10,0.000167,0.078167,8,TRUE
RI1,10,0.078,1,0,52931,45024,10,0.000269,0.078269,8,TRUE
RI1,10,0.078,1,1,52931,45024,10,0.000208,0.078208,8,TRUE
RI1,10,0.078,1,2,52931,45024,10,0.000211,0.078211,8,TRUE
RI1,10,0.078,1,3,52931,45024,10,0.00016,0.07816,8,TRUE
RI1,10,0.078,1,4,52931,45024,10,0.000161,0.078161,8,TRUE
RI1,10,0.078,1,5,52931,45024,10,0.000259,0.078259,8,TRUE
RI1,10,0.078,1,6,52931,45024,10,0.000202,0.078202,8,TRUE
RI1,10,0.078,1,7,52931,45024,10,0.000233,0.078233,8,TRUE
RI1,10,0.078,1,8,52931,45024,10,0.000175,0.078175,8,TRUE
RI1,10,0.078,1,9,52931,45024,10,0.000171,0.078171,8,TRUE
RI1,10,0.078,1.5,0,52931,45024,10,0.000268,0.078268,8,TRUE
RI1,10,0.078,1.5,1,52931,45024,10,0.000241,0.078241,8,TRUE
RI1,10,0.078,1.5,2,52931,45024,10,0.000296,0.078296,8,TRUE
RI1,10,0.078,1.5,3,52931,45024,10,0.000233,0.078233,8,TRUE
RI1,10,0.078,1.5,4,52931,45024,10,0.000307,0.078307,8,TRUE
RI1,10,0.078,1.5,5,52931,45024,10,0.000292,0.078292,8,TRUE
RI1,10,0.078,1.5,6,52931,45024,10,0.000239,0.078239,8,TRUE
RI1,10,0.078,1.5,7,52931,45024,10,0.000182,0.078182,8,TRUE
RI1,10,0.078,1.5,8,52931,45024,10,0.000252,0.078252,8,TRUE
RI1,10,0.078,1.5,9,52931,45024,10,0.000272,0.078272,8,TRUE
RI1,10,0.078,2,0,52931,45024,10,0.000267,0.078267,8,TRUE
RI1,10,0.078,2,1,52931,45024,10,0.00049,0.07849,8,TRUE
RI1,10,0.078,2,2,52931,45024,10,0.000334,0.078334,8,TRUE
RI1,10,0.078,2,3,52931,45024,10,0.000277,0.078277,8,TRUE
RI1,10,0.078,2,4,52931,45024,10,0.000277,0.078277,8,TRUE
RI1,10,0.078,2,5,52931,45024,10,0.000167,0.078167,8,TRUE
RI1,10,0.078,2,6,52931,45024,10,0.000272,0.078272,8,TRUE
RI1,10,0.078,2,7,52931,45024,10,0.000291,0.078291,8,TRUE
RI1,10,0.078,2,8,52931,45024,10,0.000234,0.078234,8,TRUE
RI1,10,0.078,2,9,52931,45024,10,0.000233,0.078233,8,TRUE
RI1,10,0.078,0.5,0,57707,35553,8,0.000666,0.078666,2,TRUE
RI1,10,0.078,0.5,1,57707,35553,8,0.000374,0.078374,2,TRUE
RI1,10,0.078,0.5,2,57707,35553,8,0.000331,0.078331,2,TRUE
RI1,10,0.078,0.5,3,57707,35553,8,0.000335,0.078335,2,TRUE
RI1,10,0.078,0.5,4,57707,35553,8,0.000355,0.078355,2,TRUE
RI1,10,0.078,0.5,5,57707,35553,8,0.000303,0.078303,2,TRUE
RI1,10,0.078,0.5,6,57707,35553,8,0.000433,0.078433,2,TRUE
RI1,10,0.078,0.5,7,57707,35553,8,0.00034,0.07834,2,TRUE
RI1,10,0.078,0.5,8,57707,35553,8,0.000468,0.078468,2,TRUE
RI1,10,0.078,0.5,9,57707,35553,8,0.000402,0.078402,2,TRUE
RI1,10,0.078,1,0,57707,35553,8,0.000398,0.078398,2,TRUE
RI1,10,0.078,1,1,57707,35553,8,0.000344,0.078344,2,TRUE
RI1,10,0.078,1,2,57707,35553,8,0.000558,0.078558,2,TRUE
RI1,10,0.078,1,3,57707,35553,8,0.000522,0.078522,2,TRUE
RI1,10,0.078,1,4,57707,35553,8,0.000314,0.078314,2,TRUE
RI1,10,0.078,1,5,57707,35553,8,0.000344,0.078344,2,TRUE
RI1,10,0.078,1,6,57707,35553,8,0.000374,0.078374,2,TRUE
RI1,10,0.078,1,7,57707,35553,8,0.000326,0.078326,2,TRUE
RI1,10,0.078,1,8,57707,35553,8,0.0003,0.0783,2,TRUE
RI1,10,0.078,1,9,57707,35553,8,0.000409,0.078409,2,TRUE
RI1,10,0.078,1.5,0,57707,35553,8,0.000365,0.078365,2,TRUE
RI1,10,0.078,1.5,1,57707,35553,8,0.000405,0.078405,2,TRUE
RI1,10,0.078,1.5,2,57707,35553,8,0.000365,0.078365,2,TRUE
RI1,10,0.078,1.5,3,57707,35553,8,0.00037,0.07837,2,TRUE
RI1,10,0.078,1.5,4,57707,35553,8,0.000355,0.078355,2,TRUE
RI1,10,0.078,1.5,5,57707,35553,8,0.000296,0.078296,2,TRUE
RI1,10,0.078,1.5,6,57707,35553,8,0.000514,0.078514,2,TRUE
RI1,10,0.078,1.5,7,57707,35553,8,0.000309,0.078309,2,TRUE
RI1,10,0.078,1.5,8,57707,35553,8,0.00033,0.07833,2,TRUE
RI1,10,0.078,1.5,9,57707,35553,8,0.000326,0.078326,2,TRUE
RI1,10,0.078,2,0,57707,35553,8,0.000346,0.078346,2,TRUE
RI1,10,0.078,2,1,57707,35553,8,0.000399,0.078399,2,TRUE
RI1,10,0.078,2,2,57707,35553,8,0.000331,0.078331,2,TRUE
RI1,10,0.078,2,3,57707,35553,8,0.000334,0.078334,2,TRUE
RI1,10,0.078,2,4,57707,35553,8,0.00044,0.07844,2,TRUE
RI1,10,0.078,2,5,57707,35553,8,0.00029,0.07829,2,TRUE
RI1,10,0.078,2,6,57707,35553,8,0.000398,0.078398,2,TRUE
RI1,10,0.078,2,7,57707,35553,8,0.000748,0.078748,2,TRUE
RI1,10,0.078,2,8,57707,35553,8,0.000321,0.078321,2,TRUE
RI1,10,0.078,2,9,57707,35553,8,0.000405,0.078405,2,TRUE
RI1,10,0.079,0.5,0,57707,48845,10,0.000178,0.079178,10,TRUE
RI1,10,0.079,0.5,1,57707,48845,10,0.000068,0.079068,10,TRUE
RI1,10,0.079,0.5,2,57707,48845,10,0.000066,0.079066,10,TRUE
RI1,10,0.079,0.5,3,57707,48845,10,0.000078,0.079078,10,TRUE
RI1,10,0.079,0.5,4,57707,48845,10,0.000083,0.079083,10,TRUE
RI1,10,0.079,0.5,5,57707,48845,10,0.000066,0.079066,10,TRUE
RI1,10,0.079,0.5,6,57707,48845,10,0.000051,0.079051,10,TRUE
RI1,10,0.079,0.5,7,57707,48845,10,0.000048,0.079048,10,TRUE
RI1,10,0.079,0.5,8,57707,48845,10,0.000079,0.079079,10,TRUE
RI1,10,0.079,0.5,9,57707,48845,10,0.000069,0.079069,10,TRUE
RI1,10,0.079,1,0,57707,48845,10,0.000062,0.079062,10,TRUE
RI1,10,0.079,1,1,57707,48845,10,0.000055,0.079055,10,TRUE
RI1,10,0.079,1,2,57707,48845,10,0.000095,0.079095,10,TRUE
RI1,10,0.079,1,3,57707,48845,10,0.000072,0.079072,10,TRUE
RI1,10,0.079,1,4,57707,48845,10,0.000059,0.079059,10,TRUE
RI1,10,0.079,1,5,57707,48845,10,0.000068,0.079068,10,TRUE
RI1,10,0.079,1,6,57707,48845,10,0.000081,0.079081,10,TRUE
RI1,10,0.079,1,7,57707,48845,10,0.000103,0.079103,10,TRUE
RI1,10,0.079,1,8,57707,48845,10,0.000067,0.079067,10,TRUE
RI1,10,0.079,1,9,57707,48845,10,0.000057,0.079057,10,TRUE
RI1,10,0.079,1.5,0,57707,48845,10,0.000059,0.079059,10,TRUE
RI1,10,0.079,1.5,1,57707,48845,10,0.000074,0.079074,10,TRUE
RI1,10,0.079,1.5,2,57707,48845,10,0.000057,0.079057,10,TRUE
RI1,10,0.079,1.5,3,57707,48845,10,0.00007,0.07907,10,TRUE
RI1,10,0.079,1.5,4,57707,48845,10,0.000056,0.079056,10,TRUE
RI1,10,0.079,1.5,5,57707,48845,10,0.000112,0.079112,10,TRUE
RI1,10,0.079,1.5,6,57707,48845,10,0.000064,0.079064,10,TRUE
RI1,10,0.079,1.5,7,57707,48845,10,0.000062,0.079062,10,TRUE
RI1,10,0.079,1.5,8,57707,48845,10,0.000092,0.079092,10,TRUE
RI1,10,0.079,1.5,9,57707,48845,10,0.000061,0.079061,10,TRUE
RI1,10,0.079,2,0,57707,48845,10,0.000111,0.079111,10,TRUE
RI1,10,0.079,2,1,57707,48845,10,0.000069,0.079069,10,TRUE
RI1,10,0.079,2,2,57707,48845,10,0.000068,0.079068,10,TRUE
RI1,10,0.079,2,3,57707,48845,10,0.000058,0.079058,10,TRUE
RI1,10,0.079,2,4,57707,48845,10,0.000091,0.079091,10,TRUE
RI1,10,0.079,2,5,57707,48845,10,0.000098,0.079098,10,TRUE
RI1,10,0.079,2,6,57707,48845,10,0.000056,0.079056,10,TRUE
RI1,10,0.079,2,7,57707,48845,10,0.000071,0.079071,10,TRUE
RI1,10,0.079,2,8,57707,48845,10,0.000073,0.079073,10,TRUE
RI1,10,0.079,2,9,57707,48845,10,0.000175,0.079175,10,TRUE
RI1,50,0.704,0.5,0,57701,35550,38,0.004051,0.708051,1,TRUE
RI1,50,0.704,0.5,1,57701,35550,38,0.002747,0.706747,1,TRUE
RI1,50,0.704,0.5,2,57701,35550,38,0.002693,0.706693,1,TRUE
RI1,50,0.704,0.5,3,57701,35550,38,0.002511,0.706511,1,TRUE
RI1,50,0.704,0.5,4,57701,35550,38,0.002667,0.706667,1,TRUE
RI1,50,0.704,0.5,5,57701,35550,38,0.002561,0.706561,1,TRUE
RI1,50,0.704,0.5,6,57701,35550,38,0.00217,0.70617,1,TRUE
RI1,50,0.704,0.5,7,57701,35550,38,0.00263,0.70663,1,TRUE
RI1,50,0.704,0.5,8,57701,35550,38,0.002793,0.706793,1,TRUE
RI1,50,0.704,0.5,9,57701,35550,38,0.002096,0.706096,1,TRUE
RI1,50,0.704,1,0,57701,35550,38,0.002088,0.706088,1,TRUE
RI1,50,0.704,1,1,57701,35550,38,0.002034,0.706034,1,TRUE
RI1,50,0.704,1,2,57701,35550,38,0.002829,0.706829,1,TRUE
RI1,50,0.704,1,3,57701,35550,38,0.002667,0.706667,1,TRUE
RI1,50,0.704,1,4,57701,35550,38,0.002502,0.706502,1,TRUE
RI1,50,0.704,1,5,57701,35550,38,0.002382,0.706382,1,TRUE
RI1,50,0.704,1,6,57701,35550,38,0.002441,0.706441,1,TRUE
RI1,50,0.704,1,7,57701,35550,38,0.002561,0.706561,1,TRUE
RI1,50,0.704,1,8,57701,35550,38,0.002011,0.706011,1,TRUE
RI1,50,0.704,1,9,57701,35550,38,0.002026,0.706026,1,TRUE
RI1,50,0.704,1.5,0,57701,35550,38,0.002798,0.706798,1,TRUE
RI1,50,0.704,1.5,1,57701,35550,38,0.002344,0.706344,1,TRUE
RI1,50,0.704,1.5,2,57701,35550,38,0.002737,0.706737,1,TRUE
RI1,50,0.704,1.5,3,57701,35550,38,0.002957,0.706957,1,TRUE
RI1,50,0.704,1.5,4,57701,35550,38,0.0027,0.7067,1,TRUE
RI1,50,0.704,1.5,5,57701,35550,38,0.001902,0.705902,1,TRUE
RI1,50,0.704,1.5,6,57701,35550,38,0.002482,0.706482,1,TRUE
RI1,50,0.704,1.5,7,57701,35550,38,0.002335,0.706335,1,TRUE
RI1,50,0.704,1.5,8,57701,35550,38,0.002859,0.706859,1,TRUE
RI1,50,0.704,1.5,9,57701,35550,38,0.002752,0.706752,1,TRUE
RI1,50,0.704,2,0,57701,35550,38,0.001953,0.705953,1,TRUE
RI1,50,0.704,2,1,57701,35550,38,0.002713,0.706713,1,TRUE
RI1,50,0.704,2,2,57701,35550,38,0.002112,0.706112,1,TRUE
RI1,50,0.704,2,3,57701,35550,38,0.003186,0.707186,1,TRUE
RI1,50,0.704,2,4,57701,35550,38,0.002743,0.706743,1,TRUE
RI1,50,0.704,2,5,57701,35550,38,0.002257,0.706257,1,TRUE
RI1,50,0.704,2,6,57701,35550,38,0.002533,0.706533,1,TRUE
RI1,50,0.704,2,7,57701,35550,38,0.00215,0.70615,1,TRUE
RI1,50,0.704,2,8,57701,35550,38,0.002574,0.706574,1,TRUE
RI1,50,0.704,2,9,57701,35550,38,0.002472,0.706472,1,TRUE
RI1,50,0.266,0.5,0,57701,48840,50,0.005919,0.271919,28,TRUE
RI1,50,0.266,0.5,1,57701,48840,50,0.004457,0.270457,28,TRUE
RI1,50,0.266,0.5,2,57701,48840,50,0.004379,0.270379,28,TRUE
RI1,50,0.266,0.5,3,57701,48840,50,0.004863,0.270863,28,TRUE
RI1,50,0.266,0.5,4,57701,48840,50,0.004632,0.270632,28,TRUE
RI1,50,0.266,0.5,5,57701,48840,50,0.00434,0.27034,28,TRUE
RI1,50,0.266,0.5,6,57701,48840,50,0.004076,0.270076,28,TRUE
RI1,50,0.266,0.5,7,57701,48840,50,0.004384,0.270384,28,TRUE
RI1,50,0.266,0.5,8,57701,48840,50,0.004724,0.270724,28,TRUE
RI1,50,0.266,0.5,9,57701,48840,50,0.005327,0.271327,28,TRUE
RI1,50,0.266,1,0,57701,48840,50,0.004829,0.270829,28,TRUE
RI1,50,0.266,1,1,57701,48840,50,0.004498,0.270498,28,TRUE
RI1,50,0.266,1,2,57701,48840,50,0.00434,0.27034,28,TRUE
RI1,50,0.266,1,3,57701,48840,50,0.003993,0.269993,28,TRUE
RI1,50,0.266,1,4,57701,48840,50,0.004705,0.270705,28,TRUE
RI1,50,0.266,1,5,57701,48840,50,0.004495,0.270495,28,TRUE
RI1,50,0.266,1,6,57701,48840,50,0.005008,0.271008,28,TRUE
RI1,50,0.266,1,7,57701,48840,50,0.004434,0.270434,28,TRUE
RI1,50,0.266,1,8,57701,48840,50,0.004868,0.270868,28,TRUE
RI1,50,0.266,1,9,57701,48840,50,0.004523,0.270523,28,TRUE
RI1,50,0.266,1.5,0,57701,48840,50,0.004779,0.270779,28,TRUE
RI1,50,0.266,1.5,1,57701,48840,50,0.004432,0.270432,28,TRUE
RI1,50,0.266,1.5,2,57701,48840,50,0.005858,0.271858,28,TRUE
RI1,50,0.266,1.5,3,57701,48840,50,0.004699,0.270699,28,TRUE
RI1,50,0.266,1.5,4,57701,48840,50,0.004492,0.270492,28,TRUE
RI1,50,0.266,1.5,5,57701,48840,50,0.004642,0.270642,28,TRUE
RI1,50,0.266,1.5,6,57701,48840,50,0.003974,0.269974,28,TRUE
RI1,50,0.266,1.5,7,57701,48840,50,0.005209,0.271209,28,TRUE
RI1,50,0.266,1.5,8,57701,48840,50,0.005162,0.271162,28,TRUE
RI1,50,0.266,1.5,9,57701,48840,50,0.004562,0.270562,28,TRUE
RI1,50,0.266,2,0,57701,48840,50,0.004719,0.270719,28,TRUE
RI1,50,0.266,2,1,57701,48840,50,0.005175,0.271175,28,TRUE
RI1,50,0.266,2,2,57701,48840,50,0.005179,0.271179,28,TRUE
RI1,50,0.266,2,3,57701,48840,50,0.004754,0.270754,28,TRUE
RI1,50,0.266,2,4,57701,48840,50,0.004888,0.270888,28,TRUE
RI1,50,0.266,2,5,57701,48840,50,0.00449,0.27049,28,TRUE
RI1,50,0.266,2,6,57701,48840,50,0.004514,0.270514,28,TRUE
RI1,50,0.266,2,7,57701,48840,50,0.004616,0.270616,28,TRUE
RI1,50,0.266,2,8,57701,48840,50,0.004511,0.270511,28,TRUE
RI1,50,0.266,2,9,57701,48840,50,0.00401,0.27001,28,TRUE
RI1,50,0.265,0.5,0,68916,41158,49,0.002241,0.267241,18,TRUE
RI1,50,0.265,0.5,1,68916,41158,49,0.00192,0.26692,18,TRUE
RI1,50,0.265,0.5,2,68916,41158,49,0.001664,0.266664,18,TRUE
RI1,50,0.265,0.5,3,68916,41158,49,0.001785,0.266785,18,TRUE
RI1,50,0.265,0.5,4,68916,41158,49,0.001702,0.266702,18,TRUE
RI1,50,0.265,0.5,5,68916,41158,49,0.001981,0.266981,18,TRUE
RI1,50,0.265,0.5,6,68916,41158,49,0.001677,0.266677,18,TRUE
RI1,50,0.265,0.5,7,68916,41158,49,0.001909,0.266909,18,TRUE
RI1,50,0.265,0.5,8,68916,41158,49,0.001771,0.266771,18,TRUE
RI1,50,0.265,0.5,9,68916,41158,49,0.001427,0.266427,18,TRUE
RI1,50,0.265,1,0,68916,41158,49,0.001739,0.266739,18,TRUE
RI1,50,0.265,1,1,68916,41158,49,0.001742,0.266742,18,TRUE
RI1,50,0.265,1,2,68916,41158,49,0.001514,0.266514,18,TRUE
RI1,50,0.265,1,3,68916,41158,49,0.001625,0.266625,18,TRUE
RI1,50,0.265,1,4,68916,41158,49,0.002048,0.267048,18,TRUE
RI1,50,0.265,1,5,68916,41158,49,0.002013,0.267013,18,TRUE
RI1,50,0.265,1,6,68916,41158,49,0.001968,0.266968,18,TRUE
RI1,50,0.265,1,7,68916,41158,49,0.001902,0.266902,18,TRUE
RI1,50,0.265,1,8,68916,41158,49,0.001807,0.266807,18,TRUE
RI1,50,0.265,1,9,68916,41158,49,0.001862,0.266862,18,TRUE
RI1,50,0.265,1.5,0,68916,41158,49,0.001702,0.266702,18,TRUE
RI1,50,0.265,1.5,1,68916,41158,49,0.001871,0.266871,18,TRUE
RI1,50,0.265,1.5,2,68916,41158,49,0.001899,0.266899,18,TRUE
RI1,50,0.265,1.5,3,68916,41158,49,0.001881,0.266881,18,TRUE
RI1,50,0.265,1.5,4,68916,41158,49,0.001656,0.266656,18,TRUE
RI1,50,0.265,1.5,5,68916,41158,49,0.001664,0.266664,18,TRUE
RI1,50,0.265,1.5,6,68916,41158,49,0.001833,0.266833,18,TRUE
RI1,50,0.265,1.5,7,68916,41158,49,0.001766,0.266766,18,TRUE
